data_set_id,primary_injection_structure_id,primary_injection_structure_acronym,secondary_injection_structure_id,secondary_injection_acronym,mouse_line_name,grid_file_url,projection_structure_unionizes_file_url
160150861,437,SPVI,"{437,96}","{SPVI,DCO}",Slc6a5-Cre_KF109,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160150861_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160150861_projection_structure_unionizes.csv
160151570,437,SPVI,"{429,437}","{SPVC,SPVI}",Slc6a5-Cre_KF109,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160151570_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160151570_projection_structure_unionizes.csv
160152987,96,DCO,"{781,96}","{y,DCO}",Slc6a5-Cre_KF109,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160152987_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160152987_projection_structure_unionizes.csv
160153696,136,IRN,"{852,69,106,7,136,568}","{PARN,SPVOvl,ISN,PSV,IRN,ACVI}",Slc6a5-Cre_KF109,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160153696_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160153696_projection_structure_unionizes.csv
160294327,250,LSc,"{250,258}","{LSc,LSr}",Sst-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160294327_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160294327_projection_structure_unionizes.csv
160296448,194,LHA,"{194,980,693,1004,830}","{LHA,PMd,VMH,PMv,DMH}",Lepr-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160296448_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160296448_projection_structure_unionizes.csv
160317628,830,DMH,"{830,194}","{DMH,LHA}",Lepr-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160317628_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160317628_projection_structure_unionizes.csv
160398593,258,LSr,"{258,564,596,226,523,250}","{LSr,MS,NDB,LPO,MPO,LSc}",Gnrh1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160398593_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160398593_projection_structure_unionizes.csv
160399309,88,AHN,"{88,515}","{AHN,MPN}",Gnrh1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160399309_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160399309_projection_structure_unionizes.csv
160537018,672,CP,"{369,672,985}","{SSp-ul,CP,MOp}",Drd1a-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160537018_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160537018_projection_structure_unionizes.csv
160537796,672,CP,"{56,672}","{ACB,CP}",Drd1a-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160537796_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160537796_projection_structure_unionizes.csv
160538548,795,PAG,"{872,795}","{DR,PAG}",Slc6a3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160538548_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160538548_projection_structure_unionizes.csv
160539283,374,SNc,"{749,374}","{VTA,SNc}",Slc6a3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160539283_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160539283_projection_structure_unionizes.csv
160540013,672,CP,{672},{CP},Drd2-Cre_ER44,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160540013_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160540013_projection_structure_unionizes.csv
160540751,749,VTA,"{749,374}","{VTA,SNc}",Slc6a3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160540751_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/160540751_projection_structure_unionizes.csv
161176690,672,CP,{672},{CP},Gabrr3-Cre_KC112,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161176690_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161176690_projection_structure_unionizes.csv
161178152,151,AOB,"{151,507,159}","{AOB,MOB,AON}",Syt17-Cre_NO14,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161178152_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161178152_projection_structure_unionizes.csv
161458737,39,ACAd,"{48,39,44}","{ACAv,ACAd,ILA}",Rbp4-Cre_KL100,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161458737_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161458737_projection_structure_unionizes.csv
161460153,978,PGRNl,"{978,1048}","{PGRNl,GRN}",Chat-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161460153_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161460153_projection_structure_unionizes.csv
161460864,298,MA,"{342,226,298}","{SI,LPO,MA}",Chat-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161460864_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161460864_projection_structure_unionizes.csv
161463521,972,PL,{972},{PL},Ntsr1-Cre_GN220,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161463521_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/161463521_projection_structure_unionizes.csv
162018169,741,VPMpc,"{362,946,741}","{MD,PH,VPMpc}",Scnn1a-Tg2-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/162018169_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/162018169_projection_structure_unionizes.csv
162018879,741,VPMpc,"{797,685,725,741,1020,422}","{ZI,VM,VPLpc,VPMpc,PO,SPFp}",Scnn1a-Tg2-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/162018879_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/162018879_projection_structure_unionizes.csv
162019589,621,V,"{1093,621,867}","{PRNc,V,PB}",Scnn1a-Tg2-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/162019589_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/162019589_projection_structure_unionizes.csv
162020630,795,PAG,"{294,795,128,302,872}","{SCm,PAG,MRN,SCs,DR}",Gad2-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/162020630_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/162020630_projection_structure_unionizes.csv
164985329,12,IF,"{128,12,872,591,975,795,749,197}","{MRN,IF,DR,CLI,EW,PAG,VTA,RL}",Gad2-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/164985329_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/164985329_projection_structure_unionizes.csv
164986046,946,PH,"{797,525,609,946,128,795,749,685,422,194}","{ZI,SUM,SPA,PH,MRN,PAG,VTA,VM,SPFp,LHA}",Sim1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/164986046_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/164986046_projection_structure_unionizes.csv
165034344,411,MEAad,"{334,1031,426,411,1105,342}","{BMAp,GPi,MEApd,MEAad,IA,SI}",Sim1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165034344_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165034344_projection_structure_unionizes.csv
165035106,194,LHA,"{797,946,668,194}","{ZI,PH,DMHa,LHA}",Sim1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165035106_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165035106_projection_structure_unionizes.csv
165644051,39,ACAd,"{39,48,993}","{ACAd,ACAv,MOs}",Cort-T2A-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165644051_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165644051_projection_structure_unionizes.csv
165972951,319,BMA,"{631,23,1105,295,319,536,403,966}","{COA,AAA,IA,BLA,BMA,CEA,MEA,EPv}",Erbb4-2A-CreERT2,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165972951_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165972951_projection_structure_unionizes.csv
165973664,773,XII,"{839,773}","{DMX,XII}",Chat-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165973664_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165973664_projection_structure_unionizes.csv
165974379,364,PSTN,"{364,749,194}","{PSTN,VTA,LHA}",Ucn3-Cre_KF43,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165974379_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165974379_projection_structure_unionizes.csv
165975096,749,VTA,"{12,591,197,130,128,946,749,795,975,100,374}","{IF,CLI,RL,CSm,MRN,PH,VTA,PAG,EW,IPN,SNc}",Erbb4-2A-CreERT2,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165975096_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165975096_projection_structure_unionizes.csv
165975810,1002,AUDp,"{1002,1018}","{AUDp,AUDv}",Cort-T2A-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165975810_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/165975810_projection_structure_unionizes.csv
166052101,621,V,"{867,621,984}","{PB,V,CENT3}",Chat-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166052101_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166052101_projection_structure_unionizes.csv
166054222,749,VTA,"{374,214,795,749,128}","{SNc,RN,PAG,VTA,MRN}",Pdzk1ip1-Cre_KD31,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166054222_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166054222_projection_structure_unionizes.csv
166054929,879,RSPd,"{879,886,894}","{RSPd,RSPv,RSPagl}",Rbp4-Cre_KL100,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166054929_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166054929_projection_structure_unionizes.csv
166055636,993,MOs,"{39,993}","{ACAd,MOs}",Rbp4-Cre_KL100,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166055636_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166055636_projection_structure_unionizes.csv
166082128,985,MOp,{985},{MOp},Rbp4-Cre_KL100,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166082128_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166082128_projection_structure_unionizes.csv
166082842,985,MOp,"{985,337}","{MOp,SSp-ll}",Rbp4-Cre_KL100,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166082842_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166082842_projection_structure_unionizes.csv
166083557,541,TEa,{541},{TEa},Rbp4-Cre_KL100,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166083557_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166083557_projection_structure_unionizes.csv
166153483,104,AId,"{104,119,985}","{AId,AIv,MOp}",Rbp4-Cre_KL100,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166153483_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166153483_projection_structure_unionizes.csv
166154193,507,MOB,{507},{MOB},Slc6a3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166154193_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166154193_projection_structure_unionizes.csv
166156241,507,MOB,{507},{MOB},Slc6a3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166156241_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166156241_projection_structure_unionizes.csv
166264185,907,PCN,"{685,907,599,189,366,362,1096,629}","{VM,PCN,CM,RH,SMT,MD,AMd,VAL}",Grm2-Cre_MR90,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166264185_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166264185_projection_structure_unionizes.csv
166267651,1029,POL,"{1029,215,218}","{POL,APN,LP}",Grm2-Cre_MR90,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166267651_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166267651_projection_structure_unionizes.csv
166268376,1002,AUDp,{1002},{AUDp},Scnn1a-Tg3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166268376_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166268376_projection_structure_unionizes.csv
166269090,254,RSP,{254},{RSP},Scnn1a-Tg3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166269090_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166269090_projection_structure_unionizes.csv
166269819,385,VISp,{385},{VISp},Scnn1a-Tg3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166269819_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166269819_projection_structure_unionizes.csv
166271142,254,RSP,{254},{RSP},A930038C07Rik-Tg1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166271142_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166271142_projection_structure_unionizes.csv
166323186,337,SSp-ll,{337},{SSp-ll},A930038C07Rik-Tg1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166323186_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166323186_projection_structure_unionizes.csv
166323896,39,ACAd,"{39,993,972}","{ACAd,MOs,PL}",A930038C07Rik-Tg1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166323896_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166323896_projection_structure_unionizes.csv
166324604,385,VISp,{385},{VISp},A930038C07Rik-Tg1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166324604_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166324604_projection_structure_unionizes.csv
166325321,879,RSPd,"{879,886}","{RSPd,RSPv}",A930038C07Rik-Tg1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166325321_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166325321_projection_structure_unionizes.csv
166326029,337,SSp-ll,"{337,369}","{SSp-ll,SSp-ul}",Scnn1a-Tg3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166326029_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166326029_projection_structure_unionizes.csv
166326736,385,VISp,{385},{VISp},Scnn1a-Tg3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166326736_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166326736_projection_structure_unionizes.csv
166458363,879,RSPd,"{886,879}","{RSPv,RSPd}",Scnn1a-Tg3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166458363_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166458363_projection_structure_unionizes.csv
166459070,361,SSp-tr,{361},{SSp-tr},Scnn1a-Tg3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166459070_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166459070_projection_structure_unionizes.csv
166459778,402,VISal,{402},{VISal},Scnn1a-Tg3-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166459778_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166459778_projection_structure_unionizes.csv
166460484,993,MOs,"{993,39}","{MOs,ACAd}",A930038C07Rik-Tg1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166460484_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166460484_projection_structure_unionizes.csv
166461193,337,SSp-ll,"{985,337}","{MOp,SSp-ll}",A930038C07Rik-Tg1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166461193_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166461193_projection_structure_unionizes.csv
166461899,409,VISl,"{409,385}","{VISl,VISp}",A930038C07Rik-Tg1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166461899_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166461899_projection_structure_unionizes.csv
166532512,38,PVH,{38},{PVH},Oxt-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166532512_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166532512_projection_structure_unionizes.csv
166533924,361,SSp-tr,"{329,322,361}","{SSp-bfd,SSp,SSp-tr}",Ntsr1-Cre_GN220,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166533924_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166533924_projection_structure_unionizes.csv
166562678,385,VISp,{385},{VISp},Pvalb-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166562678_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166562678_projection_structure_unionizes.csv
166566678,337,SSp-ll,"{361,337,369}","{SSp-tr,SSp-ll,SSp-ul}",Nr5a1-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166566678_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/166566678_projection_structure_unionizes.csv
167025578,181,RE,"{181,194}","{RE,LHA}",Ucn3-Cre_KF43,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167025578_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167025578_projection_structure_unionizes.csv
167026321,351,BST,"{351,1104,149,15,181,266,258,287}","{BST,AMv,PVT,PT,RE,LSv,LSr,BAC}",Erbb4-2A-CreERT2,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167026321_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167026321_projection_structure_unionizes.csv
167029528,597,TTd,"{258,333,44,597,19}","{LSr,SH,ILA,TTd,IG}",Cnnm2-Cre_KD18,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167029528_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167029528_projection_structure_unionizes.csv
167117360,126,PVp,"{126,491,223,1126}","{PVp,MM,ARH,TMd}",Agrp-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167117360_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167117360_projection_structure_unionizes.csv
167118084,294,SCm,"{215,128,294,628}","{APN,MRN,SCm,NOT}",Pdzk1ip1-Cre_KD31,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167118084_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167118084_projection_structure_unionizes.csv
167200755,596,NDB,"{596,298,342}","{NDB,MA,SI}",Chat-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167200755_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167200755_projection_structure_unionizes.csv
167201465,1056,ANcr1,"{1056,1007}","{ANcr1,SIM}",Pvalb-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167201465_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167201465_projection_structure_unionizes.csv
167202174,1091,"CUL4, 5",{1091},"{""CUL4, 5""}",Pvalb-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167202174_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167202174_projection_structure_unionizes.csv
167211503,101,VCO,"{101,96}","{VCO,DCO}",Pvalb-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167211503_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167211503_projection_structure_unionizes.csv
167212217,222,RO,"{230,222}","{RPA,RO}",Slc6a4-CreERT2_EZ13,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167212217_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167212217_projection_structure_unionizes.csv
167212932,918,ENTl,{918},{ENTl},Otof-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167212932_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167212932_projection_structure_unionizes.csv
167213641,96,DCO,{96},{DCO},Crh-IRES-Cre (BL),http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167213641_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167213641_projection_structure_unionizes.csv
167373923,15,PT,"{1113,1120,127,599,64,15,149,362}","{IAD,IAM,AM,CM,AD,PT,PVT,MD}",Crh-IRES-Cre (BL),http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167373923_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167373923_projection_structure_unionizes.csv
167374643,329,SSp-bfd,{329},{SSp-bfd},Cort-T2A-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167374643_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167374643_projection_structure_unionizes.csv
167375352,385,VISp,{385},{VISp},Cort-T2A-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167375352_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167375352_projection_structure_unionizes.csv
167376068,238,RPO,"{653,238,1093,574,1048}","{VI,RPO,PRNc,TRN,GRN}",Cnnm2-Cre_KD18,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167376068_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167376068_projection_structure_unionizes.csv
167439900,218,LP,"{218,1020,726}","{LP,PO,DG}",Grik4-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167439900_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167439900_projection_structure_unionizes.csv
167440619,985,MOp,{985},{MOp},Gad2-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167440619_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167440619_projection_structure_unionizes.csv
167441329,329,SSp-bfd,"{369,329}","{SSp-ul,SSp-bfd}",Gad2-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167441329_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167441329_projection_structure_unionizes.csv
167442042,867,PB,"{128,616,1052,612,867,898,147}","{MRN,CUN,PPN,NLL,PB,PCG,LC}",Syt17-Cre_NO14,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167442042_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167442042_projection_structure_unionizes.csv
167511639,385,VISp,{385},{VISp},Gad2-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167511639_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167511639_projection_structure_unionizes.csv
167512351,39,ACAd,"{39,48}","{ACAd,ACAv}",Gad2-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167512351_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167512351_projection_structure_unionizes.csv
167513067,518,SUBv,"{518,886}","{SUBv,RSPv}",Gad2-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167513067_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167513067_projection_structure_unionizes.csv
167569313,985,MOp,"{993,985}","{MOs,MOp}",Etv1-CreERT2,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167569313_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167569313_projection_structure_unionizes.csv
167570021,369,SSp-ul,"{369,329}","{SSp-ul,SSp-bfd}",Etv1-CreERT2,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167570021_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167570021_projection_structure_unionizes.csv
167571459,127,AM,"{362,127,255,1113,629}","{MD,AM,AV,IAD,VAL}",Grik4-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167571459_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167571459_projection_structure_unionizes.csv
167654019,1037,POST,"{1037,385,1084}","{POST,VISp,PRE}",Slc17a6-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167654019_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167654019_projection_structure_unionizes.csv
167654731,351,BST,"{72,452,194,226,258,266,564,351,149,287,15,181}","{ADP,MEPO,LHA,LPO,LSr,LSv,MS,BST,PVT,BAC,PT,RE}",Slc17a6-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167654731_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167654731_projection_structure_unionizes.csv
167656152,1004,PMv,"{749,210,1,1004,194}","{VTA,LM,TMv,PMv,LHA}",Lepr-IRES-Cre,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167656152_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167656152_projection_structure_unionizes.csv
167665302,83,IO,"{83,230,222}","{IO,RPA,RO}",Crh-IRES-Cre (BL),http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167665302_grid.zip,http://download.alleninstitute.org/informatics-archive/october-2014/mouse_projection/01/167665302_projection_structure_unionizes.csv
